1788958414,1621,2,0,0,0
timestamp,best_edges,instances,total_crashes,total_hangs,plateau_secs
1788958436,1651,5,0,0,0
1788958474,1702,5,0,0,0
1788958496,1713,5,0,0,0
1788958534,1716,6,0,0,0
1788958556,1716,6,0,0,0
1788958594,1716,6,0,0,60
1788958616,1716,6,0,0,60
1788958654,1716,6,0,0,120
1788958676,1716,6,0,0,120
1788958714,1717,6,0,0,0
1788958736,1717,6,0,0,0
1788958774,1718,6,0,0,0
1788958796,1718,6,0,0,0
1788958834,1718,6,0,0,60
1788958856,1718,6,0,0,60
1788958894,1718,6,0,0,120
1788958916,1718,6,0,0,120
1788958954,1726,6,0,0,0
1788958976,1726,6,0,0,0
1788959014,1726,6,0,0,60
1788959036,1726,6,0,0,60
1788959074,1726,6,0,0,120
1788959096,1726,6,0,0,120
1788959134,1726,6,0,0,180
1788959156,1726,6,0,0,180
1788959194,1726,6,0,0,240
1788959216,1726,6,0,0,240
1788959254,1726,6,0,0,300
1788959276,1726,6,0,0,300
1788959315,1726,6,0,0,360
1788959336,1726,6,0,0,360
1788959375,1726,6,0,0,420
1788959396,1726,6,0,0,420
1788959435,1726,6,0,0,480
1788959456,1726,6,0,0,480
1788959495,1726,6,0,0,540
1788959516,1730,6,0,0,0
1788959555,1730,6,0,0,0
1788959576,1730,6,0,0,60
1788959615,1730,6,0,0,60
1788959636,1730,6,0,0,120
1788959675,1730,6,0,0,120
1788959696,1730,6,0,0,180
1788959735,1730,6,0,0,180
1788959756,1730,6,0,0,240
1788959795,1730,6,0,0,240
1788959816,1730,6,0,0,300
1788959855,1730,6,0,0,300
1788959876,1730,6,0,0,360
1788959915,1730,6,0,0,360
1788959936,1730,6,0,0,420
1788959975,1730,6,0,0,420
1788959996,1730,6,0,0,480
1788960035,1730,6,0,0,480
1788960056,1730,6,0,0,540
1788960095,1730,6,0,0,540
1788960116,1730,6,0,0,600
1788960155,1730,6,0,0,600
1788960176,1730,6,0,0,660
1788960215,1730,6,0,0,660
1788960236,1730,6,0,0,720
1788960275,1730,6,0,0,720
1788960296,1730,6,0,0,780
1788960335,1730,6,0,0,780
1788960356,1730,6,0,0,840
1788960395,1730,6,0,0,840
1788960416,1730,6,0,0,900
1788960455,1730,6,0,0,900
1788960476,1730,6,0,0,960
1788960515,1730,6,0,0,960
1788960536,1730,6,0,0,1020
1788960575,1730,6,0,0,1020
1788960596,1730,6,0,0,1080
1788960635,1730,6,0,0,1080
1788960656,1730,6,0,0,1140
1788960695,1730,6,0,0,1140
1788960716,1730,6,0,0,1200
1788960755,1731,6,0,0,0
1788960776,1731,6,0,0,0
1788960815,1731,6,0,0,60
1788960836,1731,6,0,0,60
1788960875,1731,6,0,0,120
1788960896,1731,6,0,0,120
1788960935,1731,6,0,0,180
1788960956,1731,6,0,0,180
1788960995,1731,6,0,0,240
1788961016,1731,6,0,0,240
1788961055,1731,6,0,0,300
1788961076,1731,6,0,0,300
1788961115,1731,6,0,0,360
1788961136,1731,6,0,0,360
1788961175,1731,6,0,0,420
1788961196,1731,6,0,0,420
1788961235,1731,6,0,0,480
1788961256,1731,6,0,0,480
1788961295,1731,6,0,0,540
1788961316,1731,6,0,0,540
1788961355,1731,6,0,0,600
1788961376,1731,6,0,0,600
1788961415,1731,6,0,0,660
1788961436,1731,6,0,0,660
1788961475,1731,6,0,0,720
1788961496,1731,6,0,0,720
1788961535,1731,6,0,0,780
1788961556,1731,6,0,0,780
1788961595,1731,6,0,0,840
1788961616,1731,6,0,0,840
1788961655,1731,6,0,0,900
1788961676,1731,6,0,0,900
1788961715,1731,6,0,0,960
1788961736,1731,6,0,0,960
1788961775,1731,6,0,0,1020
1788961796,1731,6,0,0,1020
1788961835,1731,6,0,0,1080
1788961856,1731,6,0,0,1080
1788961895,1731,6,0,0,1140
1788961916,1731,6,0,0,1140
1788961955,1731,6,0,0,1200
1788961976,1731,6,0,0,1200
1788962015,1731,6,0,0,1260
1788962036,1731,6,0,0,1260
1788962075,1731,6,0,0,1320
1788962096,1731,6,0,0,1320
1788962135,1731,6,0,0,1380
1788962156,1731,6,0,0,1380
1788962195,1731,6,0,0,1440
1788962216,1731,6,0,0,1440
1788962255,1731,6,0,0,1500
1788962276,1731,6,0,0,1500
1788962315,1731,6,0,0,1560
1788962336,1731,6,0,0,1560
1788962375,1731,6,0,0,1620
1788962396,1731,6,0,0,1620
1788962435,1731,6,0,0,1680
1788962456,1731,6,0,0,1680
1788962495,1731,6,0,0,1740
1788962516,1731,6,0,0,1740
1788962555,1731,6,0,0,1800
1788962576,1731,6,0,0,1800
1788962615,1731,6,0,0,1860
